id,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant_room,store_room,furnishing_type,luxury_category,floor_category,img,society,near_locatio
139,flat,sector 90,1.15,3.0,3.0,3+,Relatively New,1747.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/34.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
140,house,sector 57,3.15,5.0,4.0,3+,Moderately Old,1548.0,0.0,1.0,semifurnished,Medium,Low Floor,static/data/35.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
141,flat,sector 65,5.0,3.0,3.0,3,Relatively New,3245.0,1.0,0.0,semifurnished,High,Low Floor,static/data/36.jpg,M3m Golfestate,"{'Shiksha Bharti Public School': '2.3 Km', 'Holiday Inn Express Gurugram': '2.7 Km', 'Park Hospital': '2.9 Km', 'Gurugram University': '4.1 Km', 'NH 248A': '5.2 Km', 'Sector 54 Chowk Metro Station': '7.5 Km', 'Sahara Mall': '14.1 Km', 'Garhi Harsaru Junction': '18.9 Km', 'Indira Gandhi International Airport': '24.2 Km'}"
142,flat,sector 65,2.55,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,unfurnished,Low,Mid Floor,static/data/37.jpg,Emaar Mgf Emerald Floors Premier,"{'WorldMark Gurgaon': '400 m', 'Sohna Road': '3.2 Km', 'Lemon Tree Hotel': '3.9 Km', 'CK Birla Hospital': '5.2 Km', 'Golf Course Road': '5.6 Km', 'Delhi International Airport': '23.4 Km'}"
143,flat,sector 33,1.65,3.0,3.0,3,Under Construction,2218.0,1.0,0.0,unfurnished,Low,Low Floor,static/data/38.jpg,Godrej Nature Plus,"{'K. R. Mangalam University': '1.1 KM', 'Badshahpur Sohna Rd Hwy': '1.7 KM', 'Gurjar Samrat Jaipal Khatana Marg': '2.3 KM', 'Signature Global Infinity Mall Sohna': '2.3 KM', 'Vidya Niketan Sr Sec School': '4.7 KM', 'Sanjivani Hospital': '7 KM', 'Garhi Harsaru Junction': '30.5 KM', 'Indira Gandhi Intl Airport': '35.6 KM'}"
144,flat,sector 106,2.1,4.0,6.0,3+,Relatively New,2131.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/39.jpg,Paras Dews,"{'NeoSquare Shopping Mall': '1.3 Km', 'Glorious World School': '1.9 Km', 'Chirag Hospital': '2.4 Km', 'Hamoni Golf Camp': '8.5 Km', 'Country Inn & Suites by Radisson': '7.9 Km', 'SkyJumper Trampoline Park': '10.6 Km', 'DPG Institute of Technology': '11.8 Km', 'MG Road Metro Station': '11.4 Km', 'Indira Gandhi International Airport': '19.4 Km', 'Gurgaon': '2.9 Km', 'Dwarka Expressway': '1.7 Km'}"
145,flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1.0,0.0,unfurnished,High,High Floor,static/data/40.jpg,Ats Kocoon,"{'Euro International School': '210 mtrs', 'Jagdish Super Market': '350 mtrs', 'Gyaananda School': '550 mtrs', 'Bharat Petroleum Shree Shyam Filling': '1 KM', 'The Club, International City': '1.1 KM', 'Conscient One': '1.1 KM', 'ICICI BANK ATM, Annapurna MKT': '1.1 KM', 'ESIC Dispensary': '1.6 KM', 'Canara Bank New Palam Vihar': '2.7 KM', 'Dwarka': '3 KM', 'Radha Krishan Mandir': '3.4 KM', 'Daultabad Stadium': '4.1 KM', 'Gurgaon Gramin Bank': '4.7 KM', 'IGIA Airport': '5 KM', 'SCR Model School': '5.2 KM'}"
146,flat,sector 48,1.38,3.0,3.0,1,Relatively New,1611.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/41.jpg,Vipul World,"{'GD Goenka School': '1.8 km', 'Polaris Hospital': '2.3 km', 'Vatika Business Park': '2.7 km', 'Park Hospital': '4.0 km', 'Bharat Petrol Pump': '4.5 km', 'The Millennium School': '4.7 km', 'Lemon Tree Hotel': '5.6 km', 'IndusInd Bank': '5.7 km', 'Medanta The Medicity': '6.1 km', 'Artemis Hospital': '6.2 km', 'Tau Devi Lal Sports Complex': '6.3 km', 'Children Park': '6.4 km', 'Airia Mall': '6.4 km', 'Medanta Dialysis Center': '7.0 km', 'Gurugram Railway Station': '9.9 km'}"
147,flat,sector 61,2.55,3.0,3.0,2,New Property,1630.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/42.jpg,Smart World Orchard,"{'Golf Course Ext Road': '1.1 KM', 'Sector 55-56 Metro station': '1.9 KM', 'Bestech Central Square Mall': '2.5 KM', 'ORCHIDS The International School': '3.1 Km', 'Sushant University': '3.5 KM', 'Marengo Asia Hospitals': '8.8 KM', 'Badshahpur Sohna Rd Hwy': '12.5 KM', 'Gurgaon Railway Station': '16 KM', 'Indira Gandhi Intl Airport': '19.3 KM'}"
148,flat,sector 33,2.0,3.0,3.0,3+,New Property,1619.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/43.jpg,Central Park Flower Valley Aqua Front Towers,"{'Central Park, Sohna Rd': '850 Meter', 'HDFC Bank ATM, Dhunela Ghamroj': '1.2 KM', 'Ashiana Anmol  Kid Centric Homes': '1.8 KM', 'Indianoil, Sohna - Gurgaon Rd': '1.9 KM', 'Taj Hotel & Family Restaurant': '3.4 KM', 'V-Square Sohna New Residential': '3.6 KM', 'KR Mangalam University': '3.7 KM', 'G D Goenka University': '3.9 KM', 'G D Goenka World School': '4 KM', 'The Phoenix Project, Sohna - Gurgaon Rd': '4.3 KM', 'Signature Global Park': '4.4 KM', 'Signum 36': '4.8 KM', 'Kotak Mahindra Bank, MBS Tower': '5.9 KM', 'Pasco Automobiles, Alipur, Sohna': '6 KM', 'Sohna Bus Stand': '6.1 KM'}"
149,flat,sector 82a,1.85,3.0,3.0,3,Moderately Old,1677.0,0.0,0.0,unfurnished,Low,High Floor,static/data/44.jpg,Dlf The Primus,"{'Sapphire 83': '1Km', 'Cambridge Montessori': '1.4Km', 'Hyatt Regency': '1.9Km', 'NH 48': '2Km', 'Miracles Apollo Hospital': '3.3Km', 'Garhi Harsaru Junction': '9.6Km', 'IGI Airport': '26.9Km'}"
150,flat,sector 90,1.23,3.0,3.0,2,Relatively New,1578.0,0.0,0.0,unfurnished,Low,High Floor,static/data/45.jpg,Dlf Regal Gardens,"{'HDFC Bank, Pataudi Rd': '1.6 KM', 'Holiday Inn Gurugram Sector 90': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality': '2.3 KM', 'Aarvy Healthcare Super Speciality': '2.9 KM', 'RHM Public School': '3 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'Numberdar market, IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M SCO Shop cum Office': '4.8 KM', 'State Bank of India': '5.7 KM'}"
151,flat,sector 65,2.65,2.0,2.0,3,New Property,1433.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/46.jpg,M3m Heights,"{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}"
152,house,sector 9,1.65,2.0,3.0,0,Old Property,900.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/47.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
153,flat,sector 65,2.85,4.0,4.0,3+,Relatively New,1975.0,1.0,0.0,semifurnished,High,Low Floor,static/data/48.jpg,Emaar Mgf Emerald Floors Premier,"{'WorldMark Gurgaon': '400 m', 'Sohna Road': '3.2 Km', 'Lemon Tree Hotel': '3.9 Km', 'CK Birla Hospital': '5.2 Km', 'Golf Course Road': '5.6 Km', 'Delhi International Airport': '23.4 Km'}"
154,flat,sector 63,7.8,4.0,4.0,0,New Property,3950.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/49.jpg,Dlf The Arbour,"{'WorldMark Gurgaon': '1.5 KM', 'Capital Cyberscape': '3.1 KM', 'The Shriram Millennium School': '3 KM', 'DoubleTree by Hilton Hotel': '5.2 KM', 'Sector 55-56 Metro Station': '5.3 KM', 'Park Hospital': '5.8 KM', 'Sushant University': '6.9 KM', 'De Adventure Park': '5.9 KM', 'Badshahpur Sohna Hwy': '8.7 KM', 'Tau DeviLal Sports Complex': '9.6 KM', 'Gurgaon Railway Station': '15.6 KM', 'IGI Airport': '22.7 KM'}"
155,flat,sector 102,1.35,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/50.jpg,Emaar Gurgaon Greens,"{'JMS Marine Square Mall': '1.5 Km', 'Vibrant Hospital': '1.6 Km', 'Prime Scholars Int. School': '2.5 Km', 'Ramgarh Farms & Resort': '5.8 Km', 'Dwarka Expressway': '6.1 Km', 'DPG Institute of Technology': '8.7 Km', 'Basai Road': '6.1 Km', 'SkyJumper Trampoline Park': '10.5 Km', 'IMT Manesar': '16 Km', 'Indira Gandhi International Airport': '25.7 Km'}"
156,flat,sector 106,1.05,3.0,4.0,3+,Relatively New,1345.0,1.0,0.0,unfurnished,High,Mid Floor,static/data/51.jpg,Paras Dews,"{'NeoSquare Shopping Mall': '1.3 Km', 'Glorious World School': '1.9 Km', 'Chirag Hospital': '2.4 Km', 'Hamoni Golf Camp': '8.5 Km', 'Country Inn & Suites by Radisson': '7.9 Km', 'SkyJumper Trampoline Park': '10.6 Km', 'DPG Institute of Technology': '11.8 Km', 'MG Road Metro Station': '11.4 Km', 'Indira Gandhi International Airport': '19.4 Km', 'Gurgaon': '2.9 Km', 'Dwarka Expressway': '1.7 Km'}"
157,flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0.0,0.0,semifurnished,Medium,High Floor,static/data/52.jpg,Signature The Roselia,"{'Yaduvanshi Shiksha Niketan': '2.6 Km', 'Newtown Square Mall': '3 Km', 'Aarvy Healthcare': '4.7 Km', 'Pataudi Road': '4.8 Km', 'National Tennis Academy': '4.9 Km', 'Holiday Inn Sector 90': '5.6 Km', 'Gurugram University Sector 87': '6.5 Km', 'Dwarka Expressway': '6.9 Km', 'IMT Manesar': '9.1 Km', 'NH-48': '9.4 Km', 'Indira Gandhi International Airport': '32.7 Km', 'CNG Petrol Pump': '850 m'}"
158,flat,sector 107,0.98,2.0,2.0,3,Relatively New,1281.0,0.0,0.0,semifurnished,High,Mid Floor,static/data/53.jpg,M3m Woodshire,"{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}"
159,house,sector 56,7.5,8.0,8.0,3+,Relatively New,3240.0,1.0,0.0,furnished,Low,Mid Floor,static/data/54.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
160,flat,sector 70,1.65,3.0,4.0,3+,New Property,1923.0,1.0,0.0,unfurnished,Medium,High Floor,static/data/55.jpg,Krrish Florence Estate,"{'The Vivekananda School': '600 Meter', 'Suraj PG Degree College, Sec -75': '2.4 KM', 'Dr Naveen Chawla General Physician': '3.5 KM', 'Omaxe Gurgaon Mall': '3.7 KM', 'Park Hospital': '4.8 KM', 'NH248A': '6.9 KM', 'Indira Gandhi Intl Airport': '25.8 KM'}"
161,house,sector 48,5.5,3.0,6.0,2,Moderately Old,2592.0,1.0,0.0,semifurnished,Medium,Low Floor,static/data/56.jpg,Vipul Tatvam Villa,"{'HDFC Bank': '43 mtrs', 'The Sixth Element School': '270 mtrs', 'K.R.Mangalam World School': '650 mtrs', 'Sushil Park': '400 mtrs', 'Peer Baba Ki Mazar': '400 mtrs', 'Punjab National Bank': '2.0 kms', 'CoNexus.Life B35': '160 mtrs', 'Medhaam Pre School & Daycare': '850 mtrs', 'Moksh Wellness Pvt Ltd.': '650 mtrs', 'Marriott Courtyard': '1.5 kms', 'Axis Bank': '1.4 kms', 'World Tech Park': '2.4 kms', 'Athena': '2.6 kms', 'Bharat Petroleum Petrol Pump': '2.6 kms', 'Star Mall': '2.3 kms'}"
162,flat,sector 69,1.38,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,unfurnished,High,High Floor,static/data/57.jpg,Tulip Violet,"{'Imperio School': '1.9 Km', 'Ektaa Hospitals': '3.9 Km', 'Vipul Trade Business Centre': '5 Km', 'Radisson Hotel Gurugram': '5.2 Km', 'Airia Mall Sector 68': '5.8 Km', 'SkyJumper Trampoline Park': '6.1 Km', 'Southern Peripheral Road': '6.1 Km', 'Golf Course Extension Rd': '6.3 Km', 'DPG Institute of Technology': '7.4 Km', 'Indira Gandhi International Airport': '30.3 Km'}"
163,house,sector 69,0.8,1.0,1.0,0,New Property,763.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/58.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
164,flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/59.jpg,Smart World Gems,"{'Genesis Hospital Sector 84': '2.2 Km', 'Dwarka Expressway': '2.9 Km', 'RPS International School': '3.4 Km', 'Holiday Inn Gurugram Sector 90': '4.1 Km', 'Sant Soordas Sihi Metro Station': '5.1 Km', 'Pataudi Road': '8.5 Km', 'National Tennis Academy Sector 98': '8.7 Km', 'IMT Manesar': '9.5 Km', 'NH-8': '9.5 Km', 'Gurgaon Railway Station': '12.4 Km', 'De Adventure Amusement Park': '15 Km', 'KMP Expressway': '15.4 Km', 'Vatika Business Park Sector 49': '17 Km', 'Airia Mall': '17 Km'}"
165,flat,sohna road,0.54,2.0,1.0,3,New Property,828.0,0.0,0.0,unfurnished,Medium,Low Floor,static/data/60.jpg,Signature Global Park,"{'Global city centre': '850 m', 'Sohna road dhunela': '1.2 KM', 'Gd goenka university': '3.3 KM', 'Vardaan hospital and trauma centre': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 metro': '19.4 KM', 'Garhi harsaru railway station Gurgaon': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}"
166,flat,sector 37d,0.55,2.0,2.0,3,New Property,610.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/61.jpg,Signature Global The Millennia,"{'Signature tower': '12 Km', 'Jharsha Chowk': '9 Km', 'Hero Honda Chowk': '5 Km', 'Rajiv Chowk': '8 Km', 'Umang Bhawaj Chawk': '2 Km', 'IMT Manesar': '13 Km', 'NH 8': '5 Km', 'Delhi': '10 Km', 'Dwarka Expressway': '2.5 Km', 'Gurgaon Railway Station': '9.3 Km', 'Basai Dhancourt Railway Station': '2 Km', 'AIIMS Jhajjar': '15 Km', 'Vedic Hospital': '3.2 Km', 'Balaji Hospital': '6.4 Km', 'SGT Medical College': '11.1 Km'}"
167,flat,sector 65,2.0,2.0,2.0,2,Relatively New,1433.0,0.0,0.0,unfurnished,Low,High Floor,static/data/62.jpg,M3m Heights,"{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}"
168,flat,sector 112,5.49,4.0,5.0,3+,Relatively New,3655.35,1.0,0.0,semifurnished,High,Mid Floor,static/data/63.jpg,Experion Windchants,"{'First Step Play School': '0.16 Km', 'Jai Sai Ram Hospital': '0.6 Km', 'Sri Ma Montessori International': '1.4 Km', 'Dwaraka Expressway': '1.2 Km', 'Gurgaon Railway Station': '5.2 Km', 'Ansal Plaza': '5.3 Km', 'IGI Airport': '16.4 Km', 'Park Hospital': '3.7 km'}"
169,flat,sector 89,1.0,2.0,2.0,3,New Property,1233.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/64.jpg,Smart World Gems,"{'Genesis Hospital Sector 84': '2.2 Km', 'Dwarka Expressway': '2.9 Km', 'RPS International School': '3.4 Km', 'Holiday Inn Gurugram Sector 90': '4.1 Km', 'Sant Soordas Sihi Metro Station': '5.1 Km', 'Pataudi Road': '8.5 Km', 'National Tennis Academy Sector 98': '8.7 Km', 'IMT Manesar': '9.5 Km', 'NH-8': '9.5 Km', 'Gurgaon Railway Station': '12.4 Km', 'De Adventure Amusement Park': '15 Km', 'KMP Expressway': '15.4 Km', 'Vatika Business Park Sector 49': '17 Km', 'Airia Mall': '17 Km'}"
170,flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/65.jpg,Smart World Gems,"{'Genesis Hospital Sector 84': '2.2 Km', 'Dwarka Expressway': '2.9 Km', 'RPS International School': '3.4 Km', 'Holiday Inn Gurugram Sector 90': '4.1 Km', 'Sant Soordas Sihi Metro Station': '5.1 Km', 'Pataudi Road': '8.5 Km', 'National Tennis Academy Sector 98': '8.7 Km', 'IMT Manesar': '9.5 Km', 'NH-8': '9.5 Km', 'Gurgaon Railway Station': '12.4 Km', 'De Adventure Amusement Park': '15 Km', 'KMP Expressway': '15.4 Km', 'Vatika Business Park Sector 49': '17 Km', 'Airia Mall': '17 Km'}"
171,flat,sector 37d,1.36,3.0,3.0,3,Under Construction,1535.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/66.jpg,Signature Global City 37d Ph 2,"{'Medanta-The Medicity': '9 KM', 'Park Hospital': '800 M', 'SGT Hospital 1': '1 KM', 'Dwarka Expressway': '2 KM', 'Pataudi Road': '1 KM', 'Euro International School': '800 M', 'Suncity School': '800 M', 'Green Field School': '1 KM', 'Narayana E Techno': '1 KM', 'Alpine Convent School': '1.5 KM', 'Little E Step –Pre School': '1 KM', 'Sheetla Mata Mandir': '11 KM'}"
172,house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,unfurnished,Low,Mid Floor,static/data/67.jpg,International City By Sobha Phase 2,"{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurgaon Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11 KM', 'Indira Gandhi Intl Airport': '18.1 KM'}"
173,flat,sector 53,4.8,3.0,4.0,3+,Relatively New,2500.0,1.0,0.0,semifurnished,High,Mid Floor,static/data/68.jpg,Parsvnath Exotica,"{'Sector 53-54 Metro Station': '0.85 Km', 'Golf Course Road': '1.4 Km', 'Shiv Nadar School': '3.7 Km', 'Sushant University': '3.9 Km', 'DLF Golf and Country Club': '4.2 Km', 'Ramada by Wyndham Gurgaon': '4.5 Km', 'Sahara Mall': '5.5 Km', 'Mehrauli-Gurgaon Rd': '6.6 Km', 'PVR Drive in Theatre': '7.7 Km', 'Duke Horse Riding Club': '8.3 Km', 'SkyJumper Trampoline Park': '9.2 Km', 'Surajgarh Gurgaon': '9.5 Km', 'F9 Go Karting Gurgaon': '10.8 Km', 'Fun N Food Village': '11.5 Km', 'Indira Gandhi International Airport': '15.6 Km'}"
174,flat,sector 53,8.25,3.0,4.0,3,Under Construction,2661.0,1.0,0.0,furnished,Low,Mid Floor,static/data/69.jpg,Tulip Monsella,"{'Mavens Inn': '350 M', 'Sanar International Hospital': '500 M', 'Central Plaza Mall': '1 Km', 'Sector 53-54 Metro Station': '1.3 Km', 'IILM University, Gurugram': '1.6 Km', 'The Banyan Tree World School': '2 Km', 'The Big Tree Cafe': '2.7 Km', 'DLF Golf and Country Club': '4.6 Km', 'DoubleTree by Hilton Hotel': '1.6 Km'}"
175,house,sector 5,0.85,1.0,1.0,0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/70.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
176,house,sector 7,0.69,1.0,1.0,1,Old Property,758.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/71.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
177,house,sector 40,5.0,9.0,9.0,3+,Moderately Old,2367.0,1.0,1.0,semifurnished,Medium,Mid Floor,static/data/72.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
178,flat,sector 65,3.0,3.0,3.0,3,Under Construction,1828.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/73.jpg,M3m Skycity,"{'DPS International Edge': '1.4 Km', 'Eros City Square': '1.8 Km', 'Splendor Trade Tower': '2.5 Km', 'Narayana Junior College': '3.1 Km', 'CK Birla Hospital': '4 Km', 'DoubleTree by Hilton Hotel': '6 Km', 'Sector 55 Metro Station': '6.1 Km', 'SkyJumper Trampoline Park': '9 Km', 'Indira Gandhi Intl Airport': '22.9 Km'}"
179,flat,sector 90,1.7,4.0,4.0,3+,Moderately Old,2005.0,1.0,0.0,unfurnished,Low,High Floor,static/data/74.jpg,Dlf Regal Gardens,"{'HDFC Bank, Pataudi Rd': '1.6 KM', 'Holiday Inn Gurugram Sector 90': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality': '2.3 KM', 'Aarvy Healthcare Super Speciality': '2.9 KM', 'RHM Public School': '3 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'Numberdar market, IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M SCO Shop cum Office': '4.8 KM', 'State Bank of India': '5.7 KM'}"
